"Time","daedalus/flink-metrics","daedalus/flink-reactive-80-metrics","daedalus/flink-reactive-85-metrics","daedalus/flink-static-metrics"
2023-03-20 23:50:00,0.621,0.822,0.827,0.818
2023-03-20 23:50:20,0.520,0.831,0.844,0.818
2023-03-20 23:50:40,0.550,0.841,0.850,0.809
2023-03-20 23:51:00,0.587,0.851,0.862,0.805
2023-03-20 23:51:20,0.637,0.860,0.865,0.786
2023-03-20 23:51:40,0.693,0.869,0.873,0.786
2023-03-20 23:52:00,0.731,0.876,0.878,0.792
2023-03-20 23:52:20,0.772,0.879,0.889,0.792
2023-03-20 23:52:40,0.766,0.884,0.890,0.800
2023-03-20 23:53:00,0.768,0.883,0.898,0.796
2023-03-20 23:53:20,0.762,0.899,0.899,0.831
2023-03-20 23:53:40,0.768,0.890,0.911,0.814
2023-03-20 23:54:00,0.785,0.896,0.911,0.809
2023-03-20 23:54:20,0.809,0.893,0.921,0.792
2023-03-20 23:54:40,0.783,0.906,0.921,0.825
2023-03-20 23:55:00,0.746,0.911,0.930,0.861
2023-03-20 23:55:20,0.675,0.916,0.927,0.886
2023-03-20 23:55:40,0.683,0.921,0.936,0.880
2023-03-20 23:56:00,0.698,0.927,0.933,0.873
2023-03-20 23:56:20,0.763,0.925,0.942,0.841
2023-03-20 23:56:40,0.805,0.928,0.937,0.844
2023-03-20 23:57:00,0.751,0.924,0.937,0.831
2023-03-20 23:57:20,0.741,0.922,0.939,0.858
2023-03-20 23:57:40,0.731,0.921,0.944,0.848
2023-03-20 23:58:00,0.798,0.923,0.951,0.868
2023-03-20 23:58:20,0.795,0.922,0.951,0.852
2023-03-20 23:58:40,0.798,0.920,0.950,0.864
2023-03-20 23:59:00,0.817,0.922,0.953,0.855
2023-03-20 23:59:20,0.808,0.923,0.949,0.863
2023-03-20 23:59:40,0.834,0.924,0.952,0.858
2023-03-21 00:00:00,0.861,0.920,0.947,0.833
2023-03-21 00:00:20,0.920,0.915,0.951,0.837
2023-03-21 00:00:40,0.926,0.912,0.946,0.828
2023-03-21 00:01:00,0.917,0.914,0.955,0.843
2023-03-21 00:01:20,0.913,0.921,0.949,0.837
2023-03-21 00:01:40,0.931,0.927,0.953,0.863
2023-03-21 00:02:00,0.889,0.921,0.940,0.841
2023-03-21 00:02:20,0.896,0.926,0.943,0.841
2023-03-21 00:02:40,0.893,0.925,0.936,0.831
2023-03-21 00:03:00,0.939,0.931,0.941,0.863
2023-03-21 00:03:20,0.933,0.922,0.936,0.882
2023-03-21 00:03:40,0.929,0.922,0.936,0.869
2023-03-21 00:04:00,0.929,0.924,0.932,0.862
2023-03-21 00:04:20,0.918,0.927,0.933,0.846
2023-03-21 00:04:40,0.905,0.925,0.926,0.862
2023-03-21 00:05:00,0.897,0.921,0.932,0.857
2023-03-21 00:05:20,0.897,0.917,0.925,0.850
2023-03-21 00:05:40,0.907,0.913,0.927,0.848
2023-03-21 00:06:00,0.915,0.909,0.916,0.879
2023-03-21 00:06:20,0.914,0.909,0.922,0.901
2023-03-21 00:06:40,0.915,0.907,0.911,0.894
2023-03-21 00:07:00,0.883,0.907,0.916,0.876
2023-03-21 00:07:20,0.887,0.896,0.905,0.869
2023-03-21 00:07:40,0.883,0.885,0.907,0.863
2023-03-21 00:08:00,0.907,0.884,0.893,0.867
2023-03-21 00:08:20,0.898,0.888,0.892,0.868
2023-03-21 00:08:40,0.892,0.892,0.885,0.881
2023-03-21 00:09:00,0.890,0.881,0.890,0.876
2023-03-21 00:09:20,0.888,0.882,0.879,0.882
2023-03-21 00:09:40,0.885,0.878,0.880,0.877
2023-03-21 00:10:00,0.885,0.880,0.870,0.873
2023-03-21 00:10:20,0.880,0.873,0.876,0.861
2023-03-21 00:10:40,0.882,0.872,0.868,0.840
2023-03-21 00:11:00,0.874,0.865,0.871,0.823
2023-03-21 00:11:20,0.877,0.864,0.857,0.800
2023-03-21 00:11:40,0.871,0.860,0.860,0.796
2023-03-21 00:12:00,0.841,0.865,0.854,0.768
2023-03-21 00:12:20,0.854,0.854,0.852,0.803
2023-03-21 00:12:40,0.852,0.845,0.838,0.783
2023-03-21 00:13:00,0.874,0.828,0.829,0.810
2023-03-21 00:13:20,0.855,0.826,0.823,0.785
2023-03-21 00:13:40,0.844,0.825,0.825,0.793
2023-03-21 00:14:00,0.838,0.819,0.817,0.783
2023-03-21 00:14:20,0.783,0.817,0.815,0.776
2023-03-21 00:14:40,0.776,0.810,0.805,0.786
2023-03-21 00:15:00,0.704,0.805,0.803,0.804
2023-03-21 00:15:20,0.745,0.798,0.792,0.793
2023-03-21 00:15:40,0.724,0.794,0.790,0.798
2023-03-21 00:16:00,0.773,0.784,0.777,0.777
2023-03-21 00:16:20,0.765,0.773,0.773,0.787
2023-03-21 00:16:40,0.799,0.759,0.763,0.800
2023-03-21 00:17:00,0.773,0.753,0.760,0.821
2023-03-21 00:17:20,0.778,0.747,0.754,0.826
2023-03-21 00:17:40,0.745,0.746,0.750,0.795
2023-03-21 00:18:00,0.754,0.737,0.742,0.791
2023-03-21 00:18:20,0.734,0.734,0.738,0.788
2023-03-21 00:18:40,0.740,0.727,0.729,0.792
2023-03-21 00:19:00,0.729,0.724,0.724,0.783
2023-03-21 00:19:20,0.751,0.713,0.713,0.792
2023-03-21 00:19:40,0.763,0.711,0.708,0.797
2023-03-21 00:20:00,0.771,0.703,0.700,0.819
2023-03-21 00:20:20,0.743,0.695,0.695,0.817
2023-03-21 00:20:40,0.733,0.691,0.689,0.839
2023-03-21 00:21:00,0.727,0.691,0.687,0.833
2023-03-21 00:21:20,0.733,0.694,0.684,0.847
2023-03-21 00:21:40,0.725,0.685,0.684,0.856
2023-03-21 00:22:00,0.728,0.679,0.678,0.863
2023-03-21 00:22:20,0.712,0.676,0.675,0.861
2023-03-21 00:22:40,0.711,0.669,0.667,0.857
2023-03-21 00:23:00,0.694,0.664,0.662,0.866
2023-03-21 00:23:20,0.701,0.656,0.654,0.858
2023-03-21 00:23:40,0.693,0.658,0.654,0.855
2023-03-21 00:24:00,0.699,0.654,0.650,0.854
2023-03-21 00:24:20,0.684,0.653,0.650,0.853
2023-03-21 00:24:40,0.721,0.642,0.641,0.857
2023-03-21 00:25:00,0.760,0.638,0.639,0.841
2023-03-21 00:25:20,0.810,0.633,0.634,0.859
2023-03-21 00:25:40,0.829,0.635,0.634,0.838
2023-03-21 00:26:00,0.812,0.634,0.629,0.835
2023-03-21 00:26:20,0.809,0.632,0.628,0.819
2023-03-21 00:26:40,0.797,0.627,0.622,0.831
2023-03-21 00:27:00,0.797,0.623,0.622,0.837
2023-03-21 00:27:20,0.789,0.619,0.619,0.813
2023-03-21 00:27:40,0.790,0.623,0.619,0.807
2023-03-21 00:28:00,0.787,0.624,0.618,0.793
2023-03-21 00:28:20,0.790,0.623,0.616,0.801
2023-03-21 00:28:40,0.784,0.618,0.616,0.785
2023-03-21 00:29:00,0.787,0.619,0.615,0.790
2023-03-21 00:29:20,0.775,0.616,0.614,0.806
2023-03-21 00:29:40,0.778,0.618,0.616,0.819
2023-03-21 00:30:00,0.769,0.611,0.611,0.831
2023-03-21 00:30:20,0.777,0.613,0.613,0.811
2023-03-21 00:30:40,0.771,0.608,0.612,0.800
2023-03-21 00:31:00,0.810,0.614,0.615,0.794
2023-03-21 00:31:20,0.839,0.613,0.607,0.811
2023-03-21 00:31:40,0.847,0.616,0.605,0.813
2023-03-21 00:32:00,0.842,0.610,0.603,0.819
2023-03-21 00:32:20,0.836,0.614,0.609,0.806
2023-03-21 00:32:40,0.845,0.608,0.610,0.812
2023-03-21 00:33:00,0.841,0.614,0.613,0.789
2023-03-21 00:33:20,0.836,0.610,0.611,0.793
2023-03-21 00:33:40,0.819,0.612,0.609,0.804
2023-03-21 00:34:00,0.818,0.606,0.606,0.812
2023-03-21 00:34:20,0.821,0.616,0.608,0.817
2023-03-21 00:34:40,0.843,0.621,0.613,0.799
2023-03-21 00:35:00,0.836,0.627,0.615,0.800
2023-03-21 00:35:20,0.834,0.621,0.619,0.799
2023-03-21 00:35:40,0.826,0.623,0.620,0.812
2023-03-21 00:36:00,0.841,0.621,0.619,0.817
2023-03-21 00:36:20,0.836,0.623,0.621,0.820
2023-03-21 00:36:40,0.828,0.622,0.621,0.804
2023-03-21 00:37:00,0.824,0.629,0.627,0.805
2023-03-21 00:37:20,0.825,0.629,0.623,0.800
2023-03-21 00:37:40,0.835,0.631,0.625,0.811
2023-03-21 00:38:00,0.834,0.630,0.626,0.808
2023-03-21 00:38:20,0.847,0.629,0.629,0.817
2023-03-21 00:38:40,0.854,0.625,0.626,0.831
2023-03-21 00:39:00,0.851,0.628,0.626,0.846
2023-03-21 00:39:20,0.839,0.630,0.625,0.851
2023-03-21 00:39:40,0.832,0.635,0.629,0.844
2023-03-21 00:40:00,0.836,0.633,0.627,0.843
2023-03-21 00:40:20,0.842,0.635,0.627,0.835
2023-03-21 00:40:40,0.842,0.630,0.625,0.844
2023-03-21 00:41:00,0.844,0.633,0.630,0.837
2023-03-21 00:41:20,0.851,0.630,0.630,0.831
2023-03-21 00:41:40,0.849,0.637,0.636,0.831
2023-03-21 00:42:00,0.841,0.634,0.631,0.814
2023-03-21 00:42:20,0.829,0.640,0.634,0.836
2023-03-21 00:42:40,0.831,0.638,0.632,0.824
2023-03-21 00:43:00,0.838,0.642,0.638,0.833
2023-03-21 00:43:20,0.844,0.640,0.639,0.814
2023-03-21 00:43:40,0.842,0.647,0.643,0.822
2023-03-21 00:44:00,0.845,0.643,0.640,0.815
2023-03-21 00:44:20,0.831,0.647,0.643,0.807
2023-03-21 00:44:40,0.845,0.642,0.642,0.809
2023-03-21 00:45:00,0.737,0.647,0.641,0.820
2023-03-21 00:45:20,0.650,0.643,0.637,0.842
2023-03-21 00:45:40,0.546,0.644,0.637,0.855
2023-03-21 00:46:00,0.592,0.640,0.636,0.865
2023-03-21 00:46:20,0.678,0.644,0.641,0.862
2023-03-21 00:46:40,0.802,0.640,0.637,0.846
2023-03-21 00:47:00,0.865,0.643,0.641,0.852
2023-03-21 00:47:20,0.878,0.640,0.639,0.849
2023-03-21 00:47:40,0.854,0.642,0.644,0.841
2023-03-21 00:48:00,0.853,0.646,0.643,0.829
2023-03-21 00:48:20,0.846,0.646,0.643,0.840
2023-03-21 00:48:40,0.844,0.650,0.639,0.853
2023-03-21 00:49:00,0.835,0.647,0.639,0.875
2023-03-21 00:49:20,0.840,0.642,0.636,0.863
2023-03-21 00:49:40,0.837,0.641,0.640,0.860
2023-03-21 00:50:00,0.844,0.636,0.637,0.845
2023-03-21 00:50:20,0.835,0.639,0.641,0.847
2023-03-21 00:50:40,0.840,0.637,0.636,0.858
2023-03-21 00:51:00,0.836,0.641,0.638,0.867
2023-03-21 00:51:20,0.841,0.639,0.634,0.864
2023-03-21 00:51:40,0.833,0.641,0.639,0.860
2023-03-21 00:52:00,0.839,0.640,0.635,0.850
2023-03-21 00:52:20,0.830,0.644,0.639,0.849
2023-03-21 00:52:40,0.831,0.643,0.636,0.843
2023-03-21 00:53:00,0.819,0.644,0.641,0.842
2023-03-21 00:53:20,0.823,0.639,0.637,0.855
2023-03-21 00:53:40,0.821,0.640,0.638,0.843
2023-03-21 00:54:00,0.825,0.637,0.633,0.838
2023-03-21 00:54:20,0.824,0.641,0.636,0.825
2023-03-21 00:54:40,0.828,0.636,0.632,0.847
2023-03-21 00:55:00,0.821,0.636,0.633,0.853
2023-03-21 00:55:20,0.819,0.632,0.627,0.865
2023-03-21 00:55:40,0.813,0.635,0.628,0.858
2023-03-21 00:56:00,0.818,0.630,0.623,0.854
2023-03-21 00:56:20,0.813,0.631,0.622,0.857
2023-03-21 00:56:40,0.818,0.628,0.617,0.849
2023-03-21 00:57:00,0.819,0.634,0.619,0.844
2023-03-21 00:57:20,0.819,0.630,0.614,0.830
2023-03-21 00:57:40,0.809,0.633,0.618,0.816
2023-03-21 00:58:00,0.805,0.626,0.615,0.797
2023-03-21 00:58:20,0.800,0.626,0.620,0.811
2023-03-21 00:58:40,0.803,0.619,0.616,0.830
2023-03-21 00:59:00,0.797,0.622,0.618,0.848
2023-03-21 00:59:20,0.799,0.616,0.610,0.832
2023-03-21 00:59:40,0.790,0.613,0.611,0.827
2023-03-21 01:00:00,0.790,0.608,0.607,0.833
2023-03-21 01:00:20,0.817,0.609,0.611,0.834
2023-03-21 01:00:40,0.856,0.607,0.607,0.837
2023-03-21 01:01:00,0.889,0.609,0.608,0.827
2023-03-21 01:01:20,0.912,0.604,0.602,0.826
2023-03-21 01:01:40,0.902,0.608,0.603,0.822
2023-03-21 01:02:00,0.897,0.601,0.598,0.833
2023-03-21 01:02:20,0.875,0.604,0.600,0.832
2023-03-21 01:02:40,0.860,0.593,0.595,0.823
2023-03-21 01:03:00,0.840,0.596,0.592,0.804
2023-03-21 01:03:20,0.838,0.587,0.584,0.787
2023-03-21 01:03:40,0.827,0.585,0.581,0.785
2023-03-21 01:04:00,0.828,0.578,0.576,0.776
2023-03-21 01:04:20,0.815,0.580,0.577,0.776
2023-03-21 01:04:40,0.815,0.576,0.572,0.769
2023-03-21 01:05:00,0.803,0.576,0.574,0.777
2023-03-21 01:05:20,0.801,0.571,0.568,0.786
2023-03-21 01:05:40,0.792,0.568,0.571,0.796
2023-03-21 01:06:00,0.791,0.562,0.565,0.788
2023-03-21 01:06:20,0.782,0.561,0.565,0.781
2023-03-21 01:06:40,0.815,0.556,0.555,0.776
2023-03-21 01:07:00,0.848,0.553,0.555,0.776
2023-03-21 01:07:20,0.896,0.546,0.549,0.764
2023-03-21 01:07:40,0.891,0.544,0.550,0.754
2023-03-21 01:08:00,0.887,0.539,0.547,0.760
2023-03-21 01:08:20,0.885,0.536,0.547,0.760
2023-03-21 01:08:40,0.887,0.532,0.542,0.751
2023-03-21 01:09:00,0.879,0.532,0.544,0.754
2023-03-21 01:09:20,0.880,0.529,0.538,0.763
2023-03-21 01:09:40,0.873,0.530,0.534,0.774
2023-03-21 01:10:00,0.877,0.524,0.527,0.755
2023-03-21 01:10:20,0.866,0.523,0.527,0.748
2023-03-21 01:10:40,0.868,0.518,0.526,0.740
2023-03-21 01:11:00,0.857,0.521,0.525,0.731
2023-03-21 01:11:20,0.860,0.518,0.519,0.716
2023-03-21 01:11:40,0.850,0.517,0.518,0.722
2023-03-21 01:12:00,0.852,0.511,0.515,0.740
2023-03-21 01:12:20,0.839,0.515,0.517,0.740
2023-03-21 01:12:40,0.835,0.509,0.514,0.735
2023-03-21 01:13:00,0.825,0.511,0.515,0.735
2023-03-21 01:13:20,0.826,0.504,0.511,0.740
2023-03-21 01:13:40,0.820,0.506,0.506,0.734
2023-03-21 01:14:00,0.822,0.502,0.502,0.723
2023-03-21 01:14:20,0.814,0.500,0.501,0.714
2023-03-21 01:14:40,0.815,0.494,0.502,0.707
2023-03-21 01:15:00,0.806,0.494,0.501,0.696
2023-03-21 01:15:20,0.809,0.497,0.499,0.703
2023-03-21 01:15:40,0.806,0.499,0.498,0.705
2023-03-21 01:16:00,0.806,0.497,0.495,0.700
2023-03-21 01:16:20,0.793,0.492,0.495,0.700
2023-03-21 01:16:40,0.789,0.487,0.490,0.713
2023-03-21 01:17:00,0.779,0.487,0.492,0.710
2023-03-21 01:17:20,0.785,0.481,0.491,0.710
2023-03-21 01:17:40,0.777,0.482,0.492,0.695
2023-03-21 01:18:00,0.778,0.478,0.489,0.698
2023-03-21 01:18:20,0.805,0.484,0.487,0.694
2023-03-21 01:18:40,0.833,0.482,0.486,0.697
2023-03-21 01:19:00,0.876,0.485,0.485,0.704
2023-03-21 01:19:20,0.853,0.478,0.483,0.703
2023-03-21 01:19:40,0.838,0.480,0.481,0.680
2023-03-21 01:20:00,0.841,0.473,0.479,0.690
2023-03-21 01:20:20,0.836,0.471,0.479,0.686
2023-03-21 01:20:40,0.848,0.466,0.476,0.701
2023-03-21 01:21:00,0.841,0.468,0.475,0.683
2023-03-21 01:21:20,0.847,0.467,0.468,0.676
2023-03-21 01:21:40,0.838,0.471,0.468,0.683
2023-03-21 01:22:00,0.841,0.466,0.463,0.671
2023-03-21 01:22:20,0.826,0.468,0.463,0.675
2023-03-21 01:22:40,0.827,0.461,0.461,0.684
2023-03-21 01:23:00,0.815,0.464,0.464,0.688
2023-03-21 01:23:20,0.819,0.457,0.464,0.691
2023-03-21 01:23:40,0.807,0.456,0.463,0.686
2023-03-21 01:24:00,0.811,0.450,0.461,0.701
2023-03-21 01:24:20,0.804,0.456,0.458,0.703
2023-03-21 01:24:40,0.810,0.455,0.457,0.684
2023-03-21 01:25:00,0.801,0.457,0.456,0.663
2023-03-21 01:25:20,0.800,0.449,0.454,0.657
2023-03-21 01:25:40,0.793,0.447,0.452,0.661
2023-03-21 01:26:00,0.794,0.444,0.448,0.672
2023-03-21 01:26:20,0.789,0.447,0.451,0.672
2023-03-21 01:26:40,0.785,0.445,0.446,0.670
2023-03-21 01:27:00,0.775,0.445,0.446,0.660
2023-03-21 01:27:20,0.774,0.440,0.437,0.656
2023-03-21 01:27:40,0.770,0.438,0.439,0.667
2023-03-21 01:28:00,0.774,0.432,0.436,0.672
2023-03-21 01:28:20,0.764,0.431,0.440,0.670
2023-03-21 01:28:40,0.763,0.427,0.440,0.641
2023-03-21 01:29:00,0.753,0.431,0.439,0.633
2023-03-21 01:29:20,0.754,0.427,0.434,0.638
2023-03-21 01:29:40,0.749,0.425,0.428,0.635
2023-03-21 01:30:00,0.749,0.421,0.427,0.637
2023-03-21 01:30:20,0.741,0.422,0.428,0.615
2023-03-21 01:30:40,0.738,0.419,0.426,0.625
2023-03-21 01:31:00,0.728,0.421,0.423,0.631
2023-03-21 01:31:20,0.728,0.417,0.419,0.646
2023-03-21 01:31:40,0.723,0.421,0.420,0.644
2023-03-21 01:32:00,0.727,0.415,0.416,0.625
2023-03-21 01:32:20,0.718,0.416,0.416,0.599
2023-03-21 01:32:40,0.715,0.409,0.411,0.594
2023-03-21 01:33:00,0.721,0.409,0.409,0.600
2023-03-21 01:33:20,0.780,0.405,0.404,0.619
2023-03-21 01:33:40,0.836,0.405,0.406,0.614
2023-03-21 01:34:00,0.920,0.398,0.403,0.612
2023-03-21 01:34:20,0.881,0.397,0.400,0.605
2023-03-21 01:34:40,0.840,0.389,0.395,0.620
2023-03-21 01:35:00,0.801,0.392,0.431,0.620
2023-03-21 01:35:20,0.792,0.383,0.514,0.618
2023-03-21 01:35:40,0.784,0.382,0.541,0.603
2023-03-21 01:36:00,0.783,0.375,0.547,0.581
2023-03-21 01:36:20,0.772,0.379,0.430,0.586
2023-03-21 01:36:40,0.768,0.380,0.407,0.588
2023-03-21 01:37:00,0.763,0.382,0.409,0.608
2023-03-21 01:37:20,0.765,0.380,0.402,0.600
2023-03-21 01:37:40,0.761,0.380,0.405,0.583
2023-03-21 01:38:00,0.763,0.373,0.396,0.576
2023-03-21 01:38:20,0.758,0.370,0.394,0.578
2023-03-21 01:38:40,0.754,0.367,0.385,0.593
2023-03-21 01:39:00,0.748,0.373,0.384,0.595
2023-03-21 01:39:20,0.741,0.374,0.382,0.593
2023-03-21 01:39:40,0.739,0.379,0.384,0.590
2023-03-21 01:40:00,0.737,0.400,0.383,0.585
2023-03-21 01:40:20,0.734,0.488,0.380,0.577
2023-03-21 01:40:40,0.736,0.506,0.376,0.565
2023-03-21 01:41:00,0.738,0.524,0.377,0.564
2023-03-21 01:41:20,0.736,0.396,0.377,0.559
2023-03-21 01:41:40,0.731,0.378,0.380,0.569
2023-03-21 01:42:00,0.724,0.384,0.399,0.579
2023-03-21 01:42:20,0.725,0.379,0.432,0.585
2023-03-21 01:42:40,0.724,0.380,0.441,0.592
2023-03-21 01:43:00,0.722,0.374,0.430,0.574
2023-03-21 01:43:20,0.718,0.372,0.399,0.560
2023-03-21 01:43:40,0.711,0.369,0.399,0.549
2023-03-21 01:44:00,0.712,0.373,0.393,0.551
2023-03-21 01:44:20,0.713,0.372,0.395,0.557
2023-03-21 01:44:40,0.720,0.375,0.392,0.551
2023-03-21 01:45:00,0.716,0.370,0.394,0.550
2023-03-21 01:45:20,0.719,0.371,0.392,0.558
2023-03-21 01:45:40,0.716,0.368,0.390,0.570
2023-03-21 01:46:00,0.718,0.369,0.388,0.587
2023-03-21 01:46:20,0.716,0.368,0.391,0.584
2023-03-21 01:46:40,0.717,0.369,0.390,0.579
2023-03-21 01:47:00,0.715,0.381,0.393,0.563
2023-03-21 01:47:20,0.717,0.427,0.390,0.569
2023-03-21 01:47:40,0.717,0.446,0.391,0.571
2023-03-21 01:48:00,0.722,0.439,0.390,0.567
2023-03-21 01:48:20,0.722,0.408,0.392,0.565
2023-03-21 01:48:40,0.724,0.412,0.393,0.570
2023-03-21 01:49:00,0.725,0.411,0.406,0.572
2023-03-21 01:49:20,0.729,0.412,0.443,0.586
2023-03-21 01:49:40,0.734,0.409,0.472,0.577
2023-03-21 01:50:00,0.737,0.411,0.471,0.600
2023-03-21 01:50:20,0.734,0.409,0.454,0.594
2023-03-21 01:50:40,0.731,0.411,0.452,0.606
2023-03-21 01:51:00,0.729,0.411,0.455,0.605
2023-03-21 01:51:20,0.733,0.416,0.453,0.587
2023-03-21 01:51:40,0.734,0.415,0.452,0.567
2023-03-21 01:52:00,0.735,0.417,0.451,0.562
2023-03-21 01:52:20,0.731,0.416,0.457,0.573
2023-03-21 01:52:40,0.728,0.417,0.456,0.592
2023-03-21 01:53:00,0.724,0.412,0.458,0.600
2023-03-21 01:53:20,0.725,0.414,0.452,0.602
2023-03-21 01:53:40,0.720,0.410,0.453,0.596
2023-03-21 01:54:00,0.724,0.412,0.448,0.589
2023-03-21 01:54:20,0.721,0.406,0.452,0.572
2023-03-21 01:54:40,0.726,0.405,0.449,0.575
2023-03-21 01:55:00,0.718,0.401,0.447,0.573
2023-03-21 01:55:20,0.717,0.402,0.446,0.590
2023-03-21 01:55:40,0.710,0.403,0.448,0.594
2023-03-21 01:56:00,0.711,0.405,0.444,0.586
2023-03-21 01:56:20,0.705,0.401,0.437,0.576
2023-03-21 01:56:40,0.704,0.401,0.434,0.579
2023-03-21 01:57:00,0.700,0.396,0.436,0.590
2023-03-21 01:57:20,0.698,0.396,0.437,0.589
2023-03-21 01:57:40,0.688,0.392,0.436,0.577
2023-03-21 01:58:00,0.685,0.389,0.432,0.565
2023-03-21 01:58:20,0.680,0.386,0.432,0.562
2023-03-21 01:58:40,0.678,0.386,0.426,0.546
2023-03-21 01:59:00,0.669,0.391,0.422,0.542
2023-03-21 01:59:20,0.664,0.437,0.413,0.535
2023-03-21 01:59:40,0.655,0.434,0.413,0.535
2023-03-21 02:00:00,0.657,0.450,0.409,0.534
2023-03-21 02:00:20,0.650,0.400,0.408,0.528
2023-03-21 02:00:40,0.718,0.402,0.401,0.532
2023-03-21 02:01:00,0.785,0.396,0.398,0.523
2023-03-21 02:01:20,0.889,0.396,0.392,0.526
2023-03-21 02:01:40,0.907,0.393,0.394,0.519
2023-03-21 02:02:00,0.851,0.389,0.389,0.511
2023-03-21 02:02:20,0.812,0.381,0.387,0.505
2023-03-21 02:02:40,0.788,0.375,0.380,0.503
2023-03-21 02:03:00,0.773,0.369,0.377,0.503
2023-03-21 02:03:20,0.770,0.366,0.372,0.491
2023-03-21 02:03:40,0.756,0.361,0.370,0.496
2023-03-21 02:04:00,0.744,0.358,0.370,0.507
2023-03-21 02:04:20,0.724,0.354,0.401,0.506
2023-03-21 02:04:40,0.711,0.349,0.403,0.488
2023-03-21 02:05:00,0.704,0.346,0.403,0.463
2023-03-21 02:05:20,0.696,0.343,0.368,0.468
2023-03-21 02:05:40,0.692,0.338,0.366,0.469
2023-03-21 02:06:00,0.681,0.339,0.362,0.471
2023-03-21 02:06:20,0.668,0.383,0.361,0.458
2023-03-21 02:06:40,0.657,0.390,0.353,0.455
2023-03-21 02:07:00,0.642,0.397,0.351,0.448
2023-03-21 02:07:20,0.633,0.343,0.348,0.449
2023-03-21 02:07:40,0.618,0.338,0.346,0.437
2023-03-21 02:08:00,0.613,0.333,0.339,0.451
2023-03-21 02:08:20,0.606,0.329,0.334,0.437
2023-03-21 02:08:40,0.599,0.323,0.327,0.437
2023-03-21 02:09:00,0.588,0.318,0.327,0.422
2023-03-21 02:09:20,0.581,0.313,0.364,0.430
2023-03-21 02:09:40,0.575,0.310,0.373,0.418
2023-03-21 02:10:00,0.572,0.303,0.393,0.417
2023-03-21 02:10:20,0.561,0.302,0.351,0.425
2023-03-21 02:10:40,0.554,0.300,0.345,0.422
2023-03-21 02:11:00,0.553,0.300,0.346,0.419
2023-03-21 02:11:20,0.628,0.297,0.343,0.413
2023-03-21 02:11:40,0.665,0.293,0.339,0.430
2023-03-21 02:12:00,0.763,0.292,0.332,0.412
2023-03-21 02:12:20,0.699,0.286,0.351,0.408
2023-03-21 02:12:40,0.694,0.283,0.357,0.409
2023-03-21 02:13:00,0.691,0.284,0.374,0.403
2023-03-21 02:13:20,0.688,0.321,0.358,0.401
2023-03-21 02:13:40,0.681,0.334,0.350,0.399
2023-03-21 02:14:00,0.673,0.370,0.347,0.402
2023-03-21 02:14:20,0.657,0.338,0.339,0.401
2023-03-21 02:14:40,0.651,0.343,0.340,0.394
2023-03-21 02:15:00,0.638,0.340,0.339,0.399
2023-03-21 02:15:20,0.643,0.339,0.337,0.405
2023-03-21 02:15:40,0.638,0.331,0.335,0.399
2023-03-21 02:16:00,0.640,0.329,0.373,0.403
2023-03-21 02:16:20,0.632,0.330,0.386,0.387
2023-03-21 02:16:40,0.637,0.327,0.394,0.399
2023-03-21 02:17:00,0.636,0.329,0.381,0.384
2023-03-21 02:17:20,0.642,0.322,0.383,0.392
2023-03-21 02:17:40,0.636,0.326,0.380,0.390
2023-03-21 02:18:00,0.637,0.324,0.378,0.407
2023-03-21 02:18:20,0.631,0.330,0.375,0.385
2023-03-21 02:18:40,0.635,0.329,0.379,0.393
2023-03-21 02:19:00,0.632,0.330,0.386,0.400
2023-03-21 02:19:20,0.637,0.329,0.383,0.404
2023-03-21 02:19:40,0.626,0.330,0.385,0.395
2023-03-21 02:20:00,0.628,0.380,0.384,0.389
2023-03-21 02:20:20,0.624,0.397,0.391,0.405
2023-03-21 02:20:40,0.635,0.422,0.386,0.394
2023-03-21 02:21:00,0.631,0.383,0.384,0.397
2023-03-21 02:21:20,0.635,0.386,0.374,0.399
2023-03-21 02:21:40,0.624,0.384,0.379,0.391
2023-03-21 02:22:00,0.629,0.381,0.379,0.393
2023-03-21 02:22:20,0.622,0.379,0.381,0.391
2023-03-21 02:22:40,0.625,0.378,0.372,0.398
2023-03-21 02:23:00,0.617,0.377,0.376,0.395
2023-03-21 02:23:20,0.609,0.371,0.370,0.387
2023-03-21 02:23:40,0.612,0.370,0.371,0.392
2023-03-21 02:24:00,0.612,0.364,0.364,0.391
2023-03-21 02:24:20,0.616,0.362,0.368,0.398
2023-03-21 02:24:40,0.610,0.357,0.368,0.392
2023-03-21 02:25:00,0.598,0.363,0.367,0.394
2023-03-21 02:25:20,0.592,0.358,0.361,0.390
2023-03-21 02:25:40,0.583,0.357,0.361,0.388
2023-03-21 02:26:00,0.586,0.351,0.358,0.390
2023-03-21 02:26:20,0.580,0.357,0.364,0.390
2023-03-21 02:26:40,0.576,0.358,0.360,0.391
2023-03-21 02:27:00,0.568,0.358,0.388,0.381
2023-03-21 02:27:20,0.571,0.350,0.396,0.381
2023-03-21 02:27:40,0.563,0.346,0.418,0.382
2023-03-21 02:28:00,0.562,0.336,0.395,0.375
2023-03-21 02:28:20,0.549,0.339,0.395,0.367
2023-03-21 02:28:40,0.550,0.333,0.392,0.376
2023-03-21 02:29:00,0.542,0.339,0.394,0.370
2023-03-21 02:29:20,0.542,0.330,0.389,0.374
2023-03-21 02:29:40,0.535,0.331,0.390,0.373
