"Time","daedalus/flink-metrics","daedalus/flink-reactive-80-metrics","daedalus/flink-reactive-85-metrics","daedalus/flink-static-metrics"
2023-03-21 02:30:00,0.527,0.322,0.389,0.378
2023-03-21 02:30:20,0.521,0.325,0.390,0.377
2023-03-21 02:30:40,0.513,0.323,0.384,0.363
2023-03-21 02:31:00,0.507,0.321,0.377,0.371
2023-03-21 02:31:20,0.498,0.312,0.374,0.376
2023-03-21 02:31:40,0.494,0.308,0.376,0.374
2023-03-21 02:32:00,0.503,0.333,0.374,0.364
2023-03-21 02:32:20,0.492,0.347,0.367,0.360
2023-03-21 02:32:40,0.486,0.373,0.357,0.358
2023-03-21 02:33:00,0.464,0.334,0.350,0.354
2023-03-21 02:33:20,0.460,0.329,0.346,0.360
2023-03-21 02:33:40,0.453,0.322,0.342,0.359
2023-03-21 02:34:00,0.446,0.314,0.332,0.363
2023-03-21 02:34:20,0.437,0.307,0.325,0.358
2023-03-21 02:34:40,0.433,0.302,0.318,0.347
2023-03-21 02:35:00,0.427,0.297,0.314,0.344
2023-03-21 02:35:20,0.431,0.293,0.311,0.343
2023-03-21 02:35:40,0.420,0.291,0.307,0.332
2023-03-21 02:36:00,0.421,0.290,0.306,0.337
2023-03-21 02:36:20,0.411,0.287,0.299,0.334
2023-03-21 02:36:40,0.430,0.286,0.295,0.335
2023-03-21 02:37:00,0.498,0.285,0.289,0.334
2023-03-21 02:37:20,0.547,0.285,0.292,0.347
2023-03-21 02:37:40,0.718,0.280,0.286,0.341
2023-03-21 02:38:00,0.657,0.273,0.287,0.353
2023-03-21 02:38:20,0.654,0.269,0.281,0.322
2023-03-21 02:38:40,0.633,0.267,0.283,0.336
2023-03-21 02:39:00,0.631,0.269,0.313,0.322
2023-03-21 02:39:20,0.627,0.266,0.335,0.318
2023-03-21 02:39:40,0.627,0.265,0.379,0.334
2023-03-21 02:40:00,0.635,0.302,0.360,0.339
2023-03-21 02:40:20,0.623,0.317,0.360,0.337
2023-03-21 02:40:40,0.624,0.334,0.360,0.348
2023-03-21 02:41:00,0.491,0.257,0.293,0.318

